ies,uf,regiao,status_juridico,ano,dominio,campo,artigos,artigos_fwci1,artigos_nacionais,artigos_abertos,citacoes,citacoes_nacionais
INTO,RJ,Sudeste,Federal,2024,Physical Sciences,Materials Science,1,0,0,0,23,2
INTO,RJ,Sudeste,Federal,2024,Health Sciences,Medicine,78,21,19,62,1631,60
INTO,RJ,Sudeste,Federal,2024,Life Sciences,Neuroscience,1,0,1,1,29,4
INTO,RJ,Sudeste,Federal,2024,Social Sciences,Psychology,2,0,2,2,31,6
INTO,RJ,Sudeste,Federal,2024,Social Sciences,Social Sciences,6,2,5,6,101,22
INTO,RJ,Sudeste,Federal,2025,Life Sciences,"Biochemistry, Genetics and Molecular Biology",5,0,2,4,174,1
INTO,RJ,Sudeste,Federal,2025,Physical Sciences,Computer Science,1,0,0,1,6,2
INTO,RJ,Sudeste,Federal,2025,Health Sciences,Dentistry,5,1,2,3,61,0
INTO,RJ,Sudeste,Federal,2025,Physical Sciences,Engineering,2,0,0,1,15,0
INTO,RJ,Sudeste,Federal,2025,Health Sciences,Health Professions,8,2,6,8,95,18
INTO,RJ,Sudeste,Federal,2025,Physical Sciences,Materials Science,1,0,0,1,48,0
INTO,RJ,Sudeste,Federal,2025,Health Sciences,Medicine,95,19,44,80,2485,75
INTO,RJ,Sudeste,Federal,2025,Life Sciences,Neuroscience,1,0,0,0,29,5
INTO,RJ,Sudeste,Federal,2025,Health Sciences,Nursing,1,0,0,1,27,0
INTO,RJ,Sudeste,Federal,2025,Social Sciences,Social Sciences,2,0,2,2,28,21
IPA,RS,Sul,Privada,2021,Life Sciences,Agricultural and Biological Sciences,2,0,2,2,56,4
IPA,RS,Sul,Privada,2021,Social Sciences,Arts and Humanities,3,1,3,3,11,1
IPA,RS,Sul,Privada,2021,Life Sciences,"Biochemistry, Genetics and Molecular Biology",1,1,0,0,53,0
IPA,RS,Sul,Privada,2021,Physical Sciences,Computer Science,3,1,3,3,48,8
IPA,RS,Sul,Privada,2021,Social Sciences,Decision Sciences,2,1,2,2,0,0
IPA,RS,Sul,Privada,2021,Health Sciences,Dentistry,1,0,1,1,0,0
IPA,RS,Sul,Privada,2021,Social Sciences,"Economics, Econometrics and Finance",1,0,0,1,2,0
IPA,RS,Sul,Privada,2021,Physical Sciences,Engineering,1,0,1,1,3,2
IPA,RS,Sul,Privada,2021,Physical Sciences,Environmental Science,2,0,1,2,42,6
IPA,RS,Sul,Privada,2021,Health Sciences,Health Professions,4,3,3,4,56,13
IPA,RS,Sul,Privada,2021,Life Sciences,Immunology and Microbiology,1,0,0,1,1,1
IPA,RS,Sul,Privada,2021,Health Sciences,Medicine,15,4,11,14,433,53
IPA,RS,Sul,Privada,2021,Life Sciences,Neuroscience,1,1,0,0,80,1
IPA,RS,Sul,Privada,2021,Health Sciences,Nursing,1,0,0,1,39,6
IPA,RS,Sul,Privada,2021,Social Sciences,Psychology,2,1,0,2,43,1
IPA,RS,Sul,Privada,2021,Social Sciences,Social Sciences,22,0,19,22,69,34
IPA,RS,Sul,Privada,2022,Life Sciences,Agricultural and Biological Sciences,3,1,2,3,7,1
IPA,RS,Sul,Privada,2022,Social Sciences,Arts and Humanities,2,0,1,2,1,0
IPA,RS,Sul,Privada,2022,Life Sciences,"Biochemistry, Genetics and Molecular Biology",2,0,2,2,46,3
IPA,RS,Sul,Privada,2022,Social Sciences,"Business, Management and Accounting",2,0,2,2,6,2
IPA,RS,Sul,Privada,2022,Social Sciences,Decision Sciences,1,0,1,1,0,0
IPA,RS,Sul,Privada,2022,Physical Sciences,Engineering,1,0,0,1,5,0
IPA,RS,Sul,Privada,2022,Physical Sciences,Environmental Science,6,0,6,6,26,9
IPA,RS,Sul,Privada,2022,Health Sciences,Health Professions,2,0,2,2,22,12
IPA,RS,Sul,Privada,2022,Health Sciences,Medicine,10,0,7,10,133,17
IPA,RS,Sul,Privada,2022,Life Sciences,Neuroscience,1,0,0,0,66,1
IPA,RS,Sul,Privada,2022,Health Sciences,Nursing,1,0,0,1,38,5
IPA,RS,Sul,Privada,2022,Social Sciences,Psychology,2,1,0,1,39,16
IPA,RS,Sul,Privada,2022,Social Sciences,Social Sciences,22,2,22,22,33,17
IPA,RS,Sul,Privada,2023,Social Sciences,Arts and Humanities,4,1,3,4,17,4
IPA,RS,Sul,Privada,2023,Social Sciences,"Business, Management and Accounting",2,1,1,2,104,3
IPA,RS,Sul,Privada,2023,Physical Sciences,Computer Science,2,1,1,2,52,4
IPA,RS,Sul,Privada,2023,Health Sciences,Dentistry,1,0,1,1,7,6
IPA,RS,Sul,Privada,2023,Social Sciences,"Economics, Econometrics and Finance",2,2,2,2,26,5
IPA,RS,Sul,Privada,2023,Physical Sciences,Engineering,3,0,1,3,10,3
IPA,RS,Sul,Privada,2023,Physical Sciences,Environmental Science,2,0,2,2,46,3
IPA,RS,Sul,Privada,2023,Health Sciences,Health Professions,3,0,2,3,29,10
IPA,RS,Sul,Privada,2023,Physical Sciences,Materials Science,1,0,1,1,4,0
IPA,RS,Sul,Privada,2023,Health Sciences,Medicine,11,1,9,10,90,43
IPA,RS,Sul,Privada,2023,Life Sciences,Neuroscience,1,1,0,1,87,1
IPA,RS,Sul,Privada,2023,Social Sciences,Psychology,3,1,2,3,72,14
IPA,RS,Sul,Privada,2023,Social Sciences,Social Sciences,8,0,7,8,29,13
IPA,RS,Sul,Privada,2024,Life Sciences,Agricultural and Biological Sciences,1,0,0,1,1,0
IPA,RS,Sul,Privada,2024,Social Sciences,Arts and Humanities,2,0,1,2,4,0
IPA,RS,Sul,Privada,2024,Social Sciences,"Business, Management and Accounting",2,0,0,2,21,0
IPA,RS,Sul,Privada,2024,Physical Sciences,Computer Science,1,1,1,1,10,9
IPA,RS,Sul,Privada,2024,Social Sciences,"Economics, Econometrics and Finance",1,0,1,1,1,0
IPA,RS,Sul,Privada,2024,Physical Sciences,Engineering,2,0,1,2,22,2
IPA,RS,Sul,Privada,2024,Physical Sciences,Environmental Science,1,1,0,1,9,0
IPA,RS,Sul,Privada,2024,Health Sciences,Health Professions,1,0,0,1,19,1
IPA,RS,Sul,Privada,2024,Physical Sciences,Materials Science,1,0,1,1,7,0
IPA,RS,Sul,Privada,2024,Health Sciences,Medicine,2,0,0,2,54,15
IPA,RS,Sul,Privada,2024,Health Sciences,Nursing,1,0,0,1,0,0
IPA,RS,Sul,Privada,2024,Social Sciences,Social Sciences,9,0,7,9,13,6
IPA,RS,Sul,Privada,2025,Health Sciences,Medicine,4,1,3,4,46,1
IPA,RS,Sul,Privada,2025,Social Sciences,Psychology,1,0,0,1,18,1
IPA,RS,Sul,Privada,2025,Social Sciences,Social Sciences,6,0,2,6,6,4
IPA,RS,Sul,Privada,2025,Health Sciences,Veterinary,1,0,1,1,0,0
IPEA,DF,Centro-Oeste,Federal,2021,Life Sciences,Agricultural and Biological Sciences,11,5,6,10,197,39
IPEA,DF,Centro-Oeste,Federal,2021,Social Sciences,Arts and Humanities,3,1,1,3,7,1
IPEA,DF,Centro-Oeste,Federal,2021,Social Sciences,"Business, Management and Accounting",7,2,5,7,99,15
IPEA,DF,Centro-Oeste,Federal,2021,Physical Sciences,Computer Science,6,2,2,6,116,18
IPEA,DF,Centro-Oeste,Federal,2021,Social Sciences,Decision Sciences,8,1,5,8,26,12
IPEA,DF,Centro-Oeste,Federal,2021,Social Sciences,"Economics, Econometrics and Finance",21,4,13,16,311,20
IPEA,DF,Centro-Oeste,Federal,2021,Physical Sciences,Engineering,5,1,2,4,44,4
IPEA,DF,Centro-Oeste,Federal,2021,Physical Sciences,Environmental Science,16,2,11,16,218,39
IPEA,DF,Centro-Oeste,Federal,2021,Health Sciences,Health Professions,8,2,6,8,79,19
IPEA,DF,Centro-Oeste,Federal,2021,Life Sciences,Immunology and Microbiology,1,0,0,0,0,0
IPEA,DF,Centro-Oeste,Federal,2021,Physical Sciences,Mathematics,5,1,1,4,119,10
IPEA,DF,Centro-Oeste,Federal,2021,Health Sciences,Medicine,3,2,1,3,106,5
IPEA,DF,Centro-Oeste,Federal,2021,Social Sciences,Psychology,2,2,0,2,86,3
IPEA,DF,Centro-Oeste,Federal,2021,Social Sciences,Social Sciences,56,23,34,51,850,132
IPEA,DF,Centro-Oeste,Federal,2022,Life Sciences,Agricultural and Biological Sciences,5,2,4,4,79,13
IPEA,DF,Centro-Oeste,Federal,2022,Social Sciences,Arts and Humanities,1,0,1,1,1,1
IPEA,DF,Centro-Oeste,Federal,2022,Social Sciences,"Business, Management and Accounting",8,2,3,7,196,24
IPEA,DF,Centro-Oeste,Federal,2022,Physical Sciences,Computer Science,1,1,0,1,35,0
IPEA,DF,Centro-Oeste,Federal,2022,Social Sciences,Decision Sciences,11,1,5,9,99,3
IPEA,DF,Centro-Oeste,Federal,2022,Social Sciences,"Economics, Econometrics and Finance",19,3,8,18,197,17
IPEA,DF,Centro-Oeste,Federal,2022,Physical Sciences,Energy,1,0,0,1,22,0
IPEA,DF,Centro-Oeste,Federal,2022,Physical Sciences,Engineering,2,0,0,2,1,1
IPEA,DF,Centro-Oeste,Federal,2022,Physical Sciences,Environmental Science,14,3,6,14,163,32
IPEA,DF,Centro-Oeste,Federal,2022,Health Sciences,Health Professions,4,2,3,4,108,22
IPEA,DF,Centro-Oeste,Federal,2022,Physical Sciences,Mathematics,1,1,0,1,19,0
IPEA,DF,Centro-Oeste,Federal,2022,Health Sciences,Medicine,4,2,3,4,140,19
IPEA,DF,Centro-Oeste,Federal,2022,Life Sciences,Neuroscience,1,0,1,1,46,4
IPEA,DF,Centro-Oeste,Federal,2022,Health Sciences,Nursing,1,0,0,0,12,4
IPEA,DF,Centro-Oeste,Federal,2022,Social Sciences,Psychology,3,1,1,2,61,6
IPEA,DF,Centro-Oeste,Federal,2022,Social Sciences,Social Sciences,64,20,34,57,926,125
IPEA,DF,Centro-Oeste,Federal,2023,Life Sciences,Agricultural and Biological Sciences,4,0,3,4,28,6
IPEA,DF,Centro-Oeste,Federal,2023,Social Sciences,Arts and Humanities,3,0,1,3,8,7
IPEA,DF,Centro-Oeste,Federal,2023,Social Sciences,"Business, Management and Accounting",11,5,6,11,364,37
IPEA,DF,Centro-Oeste,Federal,2023,Physical Sciences,Computer Science,2,0,1,2,36,0
IPEA,DF,Centro-Oeste,Federal,2023,Social Sciences,Decision Sciences,6,1,3,5,49,4
IPEA,DF,Centro-Oeste,Federal,2023,Social Sciences,"Economics, Econometrics and Finance",25,7,13,23,413,29
IPEA,DF,Centro-Oeste,Federal,2023,Physical Sciences,Energy,1,0,1,1,57,21
IPEA,DF,Centro-Oeste,Federal,2023,Physical Sciences,Engineering,5,2,2,3,66,1
IPEA,DF,Centro-Oeste,Federal,2023,Physical Sciences,Environmental Science,20,2,10,20,84,8
IPEA,DF,Centro-Oeste,Federal,2023,Health Sciences,Health Professions,8,2,3,7,185,27
IPEA,DF,Centro-Oeste,Federal,2023,Life Sciences,Immunology and Microbiology,1,0,0,1,22,11
IPEA,DF,Centro-Oeste,Federal,2023,Physical Sciences,Mathematics,2,0,1,2,28,0
IPEA,DF,Centro-Oeste,Federal,2023,Health Sciences,Medicine,9,4,5,7,167,33
IPEA,DF,Centro-Oeste,Federal,2023,Social Sciences,Psychology,1,1,0,1,53,0
IPEA,DF,Centro-Oeste,Federal,2023,Social Sciences,Social Sciences,70,22,41,63,873,190
IPEA,DF,Centro-Oeste,Federal,2024,Life Sciences,Agricultural and Biological Sciences,6,0,4,6,44,26
IPEA,DF,Centro-Oeste,Federal,2024,Social Sciences,"Business, Management and Accounting",8,2,5,7,170,11
IPEA,DF,Centro-Oeste,Federal,2024,Physical Sciences,Computer Science,2,1,2,2,3,1
IPEA,DF,Centro-Oeste,Federal,2024,Social Sciences,Decision Sciences,6,2,2,5,166,14
IPEA,DF,Centro-Oeste,Federal,2024,Physical Sciences,Earth and Planetary Sciences,1,0,1,1,0,0
IPEA,DF,Centro-Oeste,Federal,2024,Social Sciences,"Economics, Econometrics and Finance",17,6,5,14,300,42
IPEA,DF,Centro-Oeste,Federal,2024,Physical Sciences,Energy,1,0,0,1,26,2
IPEA,DF,Centro-Oeste,Federal,2024,Physical Sciences,Engineering,8,2,3,4,346,18
IPEA,DF,Centro-Oeste,Federal,2024,Physical Sciences,Environmental Science,8,2,5,7,56,12
IPEA,DF,Centro-Oeste,Federal,2024,Health Sciences,Health Professions,5,1,1,5,96,5
IPEA,DF,Centro-Oeste,Federal,2024,Health Sciences,Medicine,4,0,1,4,102,9
IPEA,DF,Centro-Oeste,Federal,2024,Social Sciences,Social Sciences,45,17,28,41,635,185
IPEA,DF,Centro-Oeste,Federal,2025,Life Sciences,Agricultural and Biological Sciences,10,2,5,10,166,54
IPEA,DF,Centro-Oeste,Federal,2025,Social Sciences,"Business, Management and Accounting",11,4,5,11,338,5
IPEA,DF,Centro-Oeste,Federal,2025,Physical Sciences,Computer Science,4,2,1,4,44,3
IPEA,DF,Centro-Oeste,Federal,2025,Social Sciences,Decision Sciences,5,0,4,5,81,6
IPEA,DF,Centro-Oeste,Federal,2025,Social Sciences,"Economics, Econometrics and Finance",13,4,3,7,184,2
IPEA,DF,Centro-Oeste,Federal,2025,Physical Sciences,Energy,1,0,0,1,23,5
IPEA,DF,Centro-Oeste,Federal,2025,Physical Sciences,Engineering,6,5,0,3,140,3
IPEA,DF,Centro-Oeste,Federal,2025,Physical Sciences,Environmental Science,10,4,6,7,258,31
IPEA,DF,Centro-Oeste,Federal,2025,Health Sciences,Health Professions,8,4,4,6,106,15
IPEA,DF,Centro-Oeste,Federal,2025,Health Sciences,Medicine,3,0,2,2,7,0
IPEA,DF,Centro-Oeste,Federal,2025,Social Sciences,Psychology,1,0,0,0,52,1
IPEA,DF,Centro-Oeste,Federal,2025,Social Sciences,Social Sciences,33,9,19,28,532,84
IPÊ,SP,Sudeste,Privada,2021,Life Sciences,Agricultural and Biological Sciences,9,4,7,9,278,66
IPÊ,SP,Sudeste,Privada,2021,Physical Sciences,Computer Science,1,0,1,1,4,0
IPÊ,SP,Sudeste,Privada,2021,Social Sciences,Decision Sciences,1,0,0,1,3,2
IPÊ,SP,Sudeste,Privada,2021,Physical Sciences,Earth and Planetary Sciences,2,2,0,2,132,3
IPÊ,SP,Sudeste,Privada,2021,Social Sciences,"Economics, Econometrics and Finance",1,1,0,0,45,7
IPÊ,SP,Sudeste,Privada,2021,Physical Sciences,Engineering,3,1,3,3,82,29
IPÊ,SP,Sudeste,Privada,2021,Physical Sciences,Environmental Science,22,10,11,20,826,85
IPÊ,SP,Sudeste,Privada,2021,Health Sciences,Health Professions,2,0,2,1,14,5
IPÊ,SP,Sudeste,Privada,2021,Life Sciences,Immunology and Microbiology,1,0,1,1,32,2
IPÊ,SP,Sudeste,Privada,2021,Health Sciences,Medicine,4,0,2,4,116,8
IPÊ,SP,Sudeste,Privada,2021,Social Sciences,Psychology,3,0,1,3,1,1
IPÊ,SP,Sudeste,Privada,2021,Social Sciences,Social Sciences,11,0,9,10,46,10
IPÊ,SP,Sudeste,Privada,2021,Health Sciences,Veterinary,1,1,0,1,41,1
IPÊ,SP,Sudeste,Privada,2022,Life Sciences,Agricultural and Biological Sciences,34,13,14,25,1190,229
IPÊ,SP,Sudeste,Privada,2022,Social Sciences,Arts and Humanities,1,0,0,1,5,0
IPÊ,SP,Sudeste,Privada,2022,Life Sciences,"Biochemistry, Genetics and Molecular Biology",5,1,2,5,267,44
IPÊ,SP,Sudeste,Privada,2022,Social Sciences,Decision Sciences,2,0,2,2,12,2
IPÊ,SP,Sudeste,Privada,2022,Physical Sciences,Earth and Planetary Sciences,4,2,1,2,243,6
IPÊ,SP,Sudeste,Privada,2022,Social Sciences,"Economics, Econometrics and Finance",1,0,1,1,11,4
IPÊ,SP,Sudeste,Privada,2022,Physical Sciences,Environmental Science,51,20,30,46,1486,377
IPÊ,SP,Sudeste,Privada,2022,Life Sciences,Immunology and Microbiology,1,1,0,1,72,6
IPÊ,SP,Sudeste,Privada,2022,Health Sciences,Medicine,4,1,2,4,108,7
IPÊ,SP,Sudeste,Privada,2022,Social Sciences,Psychology,1,0,1,1,57,6
IPÊ,SP,Sudeste,Privada,2022,Social Sciences,Social Sciences,5,1,4,5,7,2
IPÊ,SP,Sudeste,Privada,2023,Life Sciences,Agricultural and Biological Sciences,41,14,25,30,1030,226
IPÊ,SP,Sudeste,Privada,2023,Social Sciences,Arts and Humanities,1,0,1,1,0,0
IPÊ,SP,Sudeste,Privada,2023,Life Sciences,"Biochemistry, Genetics and Molecular Biology",6,2,4,5,167,29
IPÊ,SP,Sudeste,Privada,2023,Social Sciences,"Business, Management and Accounting",2,2,0,2,106,3
IPÊ,SP,Sudeste,Privada,2023,Social Sciences,Decision Sciences,3,2,1,3,92,15
IPÊ,SP,Sudeste,Privada,2023,Physical Sciences,Earth and Planetary Sciences,6,4,1,5,260,22
IPÊ,SP,Sudeste,Privada,2023,Physical Sciences,Environmental Science,30,13,15,28,902,122
IPÊ,SP,Sudeste,Privada,2023,Life Sciences,Immunology and Microbiology,2,2,0,2,116,17
IPÊ,SP,Sudeste,Privada,2023,Health Sciences,Medicine,3,1,2,3,125,10
IPÊ,SP,Sudeste,Privada,2023,Life Sciences,Neuroscience,1,0,0,1,10,0
IPÊ,SP,Sudeste,Privada,2023,Social Sciences,Psychology,2,1,0,2,19,0
IPÊ,SP,Sudeste,Privada,2023,Social Sciences,Social Sciences,12,5,6,12,82,38
IPÊ,SP,Sudeste,Privada,2023,Health Sciences,Veterinary,1,1,0,1,43,0
IPÊ,SP,Sudeste,Privada,2024,Life Sciences,Agricultural and Biological Sciences,40,17,23,35,1215,296
IPÊ,SP,Sudeste,Privada,2024,Social Sciences,Arts and Humanities,1,1,0,1,7,0
IPÊ,SP,Sudeste,Privada,2024,Life Sciences,"Biochemistry, Genetics and Molecular Biology",5,3,4,4,208,35
IPÊ,SP,Sudeste,Privada,2024,Social Sciences,"Business, Management and Accounting",3,1,1,3,66,6
IPÊ,SP,Sudeste,Privada,2024,Physical Sciences,Chemistry,1,0,0,0,85,2
IPÊ,SP,Sudeste,Privada,2024,Physical Sciences,Computer Science,1,1,0,1,83,0
IPÊ,SP,Sudeste,Privada,2024,Physical Sciences,Earth and Planetary Sciences,3,1,2,2,117,13
IPÊ,SP,Sudeste,Privada,2024,Physical Sciences,Energy,1,0,1,1,28,4
IPÊ,SP,Sudeste,Privada,2024,Physical Sciences,Engineering,3,0,3,3,34,13
IPÊ,SP,Sudeste,Privada,2024,Physical Sciences,Environmental Science,35,12,22,33,1126,209
IPÊ,SP,Sudeste,Privada,2024,Health Sciences,Health Professions,2,0,1,1,78,3
IPÊ,SP,Sudeste,Privada,2024,Life Sciences,Immunology and Microbiology,1,1,0,1,108,11
IPÊ,SP,Sudeste,Privada,2024,Physical Sciences,Materials Science,2,0,0,0,0,0
IPÊ,SP,Sudeste,Privada,2024,Health Sciences,Medicine,9,5,3,9,196,8
IPÊ,SP,Sudeste,Privada,2024,Social Sciences,Psychology,1,1,0,0,37,2
IPÊ,SP,Sudeste,Privada,2024,Social Sciences,Social Sciences,8,1,7,8,72,13
IPÊ,SP,Sudeste,Privada,2025,Life Sciences,Agricultural and Biological Sciences,24,6,18,20,464,99
IPÊ,SP,Sudeste,Privada,2025,Life Sciences,"Biochemistry, Genetics and Molecular Biology",9,4,2,7,327,24
IPÊ,SP,Sudeste,Privada,2025,Physical Sciences,Earth and Planetary Sciences,4,1,1,4,201,12
IPÊ,SP,Sudeste,Privada,2025,Social Sciences,"Economics, Econometrics and Finance",2,2,0,2,119,13
IPÊ,SP,Sudeste,Privada,2025,Physical Sciences,Engineering,4,1,3,3,68,17
IPÊ,SP,Sudeste,Privada,2025,Physical Sciences,Environmental Science,25,13,8,21,1000,71
IPÊ,SP,Sudeste,Privada,2025,Health Sciences,Health Professions,3,3,1,3,76,13
IPÊ,SP,Sudeste,Privada,2025,Life Sciences,Immunology and Microbiology,1,1,0,1,70,2
IPÊ,SP,Sudeste,Privada,2025,Physical Sciences,Materials Science,3,0,2,2,64,4
IPÊ,SP,Sudeste,Privada,2025,Health Sciences,Medicine,6,3,1,5,270,9
IPÊ,SP,Sudeste,Privada,2025,Life Sciences,Neuroscience,1,0,0,1,94,3
IPÊ,SP,Sudeste,Privada,2025,Health Sciences,Nursing,1,0,1,1,0,0
IPÊ,SP,Sudeste,Privada,2025,Life Sciences,"Pharmacology, Toxicology and Pharmaceutics",1,0,1,1,24,1
IPÊ,SP,Sudeste,Privada,2025,Social Sciences,Psychology,1,1,1,1,48,3
IPÊ,SP,Sudeste,Privada,2025,Social Sciences,Social Sciences,1,0,1,1,5,5
ISCP,DF,Centro-Oeste,Federal,2021,Physical Sciences,Engineering,1,0,1,1,2,1
ISCP,DF,Centro-Oeste,Federal,2021,Social Sciences,Social Sciences,4,0,3,4,13,1
ISCP,DF,Centro-Oeste,Federal,2022,Social Sciences,Social Sciences,2,1,0,2,88,8
ISCP,DF,Centro-Oeste,Federal,2023,Life Sciences,Agricultural and Biological Sciences,1,0,0,1,0,0
ISCP,DF,Centro-Oeste,Federal,2023,Social Sciences,Decision Sciences,1,0,0,1,0,0
ISCP,DF,Centro-Oeste,Federal,2023,Social Sciences,Social Sciences,3,1,0,2,49,5
ISCP,DF,Centro-Oeste,Federal,2024,Social Sciences,Social Sciences,3,0,0,3,0,0
ISCP,DF,Centro-Oeste,Federal,2025,Social Sciences,Social Sciences,1,0,1,1,55,13
ITA,SP,Sudeste,Federal,2021,Life Sciences,Agricultural and Biological Sciences,9,2,6,7,126,16
ITA,SP,Sudeste,Federal,2021,Social Sciences,Arts and Humanities,2,2,1,2,46,4
ITA,SP,Sudeste,Federal,2021,Life Sciences,"Biochemistry, Genetics and Molecular Biology",2,0,0,1,50,0
ITA,SP,Sudeste,Federal,2021,Social Sciences,"Business, Management and Accounting",10,7,1,4,278,14
ITA,SP,Sudeste,Federal,2021,Physical Sciences,Chemical Engineering,2,0,1,1,69,2
ITA,SP,Sudeste,Federal,2021,Physical Sciences,Chemistry,5,2,2,4,286,11
ITA,SP,Sudeste,Federal,2021,Physical Sciences,Computer Science,24,10,1,11,527,8
ITA,SP,Sudeste,Federal,2021,Social Sciences,Decision Sciences,11,4,1,6,275,18
ITA,SP,Sudeste,Federal,2021,Health Sciences,Dentistry,6,4,0,6,261,5
ITA,SP,Sudeste,Federal,2021,Physical Sciences,Earth and Planetary Sciences,7,2,2,3,199,11
ITA,SP,Sudeste,Federal,2021,Social Sciences,"Economics, Econometrics and Finance",10,5,3,10,203,7
ITA,SP,Sudeste,Federal,2021,Physical Sciences,Energy,5,3,0,3,144,0
ITA,SP,Sudeste,Federal,2021,Physical Sciences,Engineering,201,69,28,107,5102,82
ITA,SP,Sudeste,Federal,2021,Physical Sciences,Environmental Science,21,7,6,16,622,43
ITA,SP,Sudeste,Federal,2021,Health Sciences,Health Professions,5,0,4,5,27,5
ITA,SP,Sudeste,Federal,2021,Life Sciences,Immunology and Microbiology,1,0,1,1,40,8
ITA,SP,Sudeste,Federal,2021,Physical Sciences,Materials Science,33,6,8,22,1107,24
ITA,SP,Sudeste,Federal,2021,Physical Sciences,Mathematics,10,5,2,7,241,6
ITA,SP,Sudeste,Federal,2021,Health Sciences,Medicine,16,11,2,13,637,9
ITA,SP,Sudeste,Federal,2021,Life Sciences,Neuroscience,3,1,1,2,58,6
ITA,SP,Sudeste,Federal,2021,Life Sciences,"Pharmacology, Toxicology and Pharmaceutics",1,0,0,0,90,0
ITA,SP,Sudeste,Federal,2021,Physical Sciences,Physics and Astronomy,74,32,5,53,3470,17
ITA,SP,Sudeste,Federal,2021,Social Sciences,Psychology,2,2,0,1,77,4
ITA,SP,Sudeste,Federal,2021,Social Sciences,Social Sciences,25,4,6,20,113,7
ITA,SP,Sudeste,Federal,2022,Life Sciences,Agricultural and Biological Sciences,5,0,1,5,13,3
ITA,SP,Sudeste,Federal,2022,Social Sciences,Arts and Humanities,2,0,1,2,0,0
ITA,SP,Sudeste,Federal,2022,Life Sciences,"Biochemistry, Genetics and Molecular Biology",6,5,1,5,385,3
ITA,SP,Sudeste,Federal,2022,Social Sciences,"Business, Management and Accounting",9,3,3,6,140,6
ITA,SP,Sudeste,Federal,2022,Physical Sciences,Chemical Engineering,4,0,0,0,119,0
ITA,SP,Sudeste,Federal,2022,Physical Sciences,Chemistry,7,4,0,2,470,2
ITA,SP,Sudeste,Federal,2022,Physical Sciences,Computer Science,30,12,2,14,497,1
ITA,SP,Sudeste,Federal,2022,Social Sciences,Decision Sciences,21,5,12,15,313,12
ITA,SP,Sudeste,Federal,2022,Health Sciences,Dentistry,13,8,1,11,517,27
ITA,SP,Sudeste,Federal,2022,Physical Sciences,Earth and Planetary Sciences,10,1,3,6,302,12
ITA,SP,Sudeste,Federal,2022,Social Sciences,"Economics, Econometrics and Finance",19,7,7,11,491,6
ITA,SP,Sudeste,Federal,2022,Physical Sciences,Energy,4,1,0,3,309,2
ITA,SP,Sudeste,Federal,2022,Physical Sciences,Engineering,189,74,23,94,5246,82
ITA,SP,Sudeste,Federal,2022,Physical Sciences,Environmental Science,17,4,7,10,496,29
ITA,SP,Sudeste,Federal,2022,Health Sciences,Health Professions,10,2,5,8,135,38
ITA,SP,Sudeste,Federal,2022,Physical Sciences,Materials Science,31,7,2,13,1294,20
ITA,SP,Sudeste,Federal,2022,Physical Sciences,Mathematics,4,1,1,3,105,1
ITA,SP,Sudeste,Federal,2022,Health Sciences,Medicine,26,6,10,23,787,21
ITA,SP,Sudeste,Federal,2022,Life Sciences,Neuroscience,1,0,0,0,0,0
ITA,SP,Sudeste,Federal,2022,Physical Sciences,Physics and Astronomy,40,18,2,25,1493,17
ITA,SP,Sudeste,Federal,2022,Social Sciences,Psychology,7,4,4,7,136,5
ITA,SP,Sudeste,Federal,2022,Social Sciences,Social Sciences,31,5,20,25,142,16
ITA,SP,Sudeste,Federal,2023,Life Sciences,Agricultural and Biological Sciences,8,4,1,7,283,3
ITA,SP,Sudeste,Federal,2023,Social Sciences,Arts and Humanities,3,0,3,3,1,0
ITA,SP,Sudeste,Federal,2023,Life Sciences,"Biochemistry, Genetics and Molecular Biology",2,0,0,2,1,0
ITA,SP,Sudeste,Federal,2023,Social Sciences,"Business, Management and Accounting",12,5,2,7,412,7
ITA,SP,Sudeste,Federal,2023,Physical Sciences,Chemical Engineering,4,1,2,3,118,0
ITA,SP,Sudeste,Federal,2023,Physical Sciences,Chemistry,8,3,2,4,352,15
ITA,SP,Sudeste,Federal,2023,Physical Sciences,Computer Science,29,17,2,17,665,3
