ies,uf,regiao,status_juridico,ano,dominio,campo,artigos,artigos_fwci1,artigos_nacionais,artigos_abertos,citacoes,citacoes_nacionais
INPE,SP,Sudeste,Federal,2021,Physical Sciences,Energy,4,1,0,3,94,5
INPE,SP,Sudeste,Federal,2021,Physical Sciences,Engineering,70,23,14,47,2131,89
INPE,SP,Sudeste,Federal,2021,Physical Sciences,Environmental Science,187,104,39,148,10089,400
INPE,SP,Sudeste,Federal,2021,Health Sciences,Health Professions,1,1,0,1,74,18
INPE,SP,Sudeste,Federal,2021,Physical Sciences,Materials Science,20,3,5,12,760,20
INPE,SP,Sudeste,Federal,2021,Physical Sciences,Mathematics,1,0,0,1,23,0
INPE,SP,Sudeste,Federal,2021,Health Sciences,Medicine,11,3,3,10,388,78
INPE,SP,Sudeste,Federal,2021,Life Sciences,Neuroscience,1,1,0,0,40,0
INPE,SP,Sudeste,Federal,2021,Health Sciences,Nursing,1,0,0,1,12,11
INPE,SP,Sudeste,Federal,2021,Physical Sciences,Physics and Astronomy,103,60,6,84,6493,21
INPE,SP,Sudeste,Federal,2021,Social Sciences,Social Sciences,21,11,9,20,400,39
INPE,SP,Sudeste,Federal,2022,Life Sciences,Agricultural and Biological Sciences,35,18,15,30,1196,139
INPE,SP,Sudeste,Federal,2022,Social Sciences,Arts and Humanities,6,4,4,6,124,9
INPE,SP,Sudeste,Federal,2022,Life Sciences,"Biochemistry, Genetics and Molecular Biology",9,6,0,5,523,8
INPE,SP,Sudeste,Federal,2022,Social Sciences,"Business, Management and Accounting",3,0,2,3,84,1
INPE,SP,Sudeste,Federal,2022,Physical Sciences,Chemical Engineering,3,0,0,3,195,0
INPE,SP,Sudeste,Federal,2022,Physical Sciences,Chemistry,6,2,3,5,195,3
INPE,SP,Sudeste,Federal,2022,Physical Sciences,Computer Science,21,5,7,15,417,20
INPE,SP,Sudeste,Federal,2022,Social Sciences,Decision Sciences,2,0,1,2,17,1
INPE,SP,Sudeste,Federal,2022,Health Sciences,Dentistry,1,1,0,1,24,2
INPE,SP,Sudeste,Federal,2022,Physical Sciences,Earth and Planetary Sciences,75,33,10,54,3926,96
INPE,SP,Sudeste,Federal,2022,Social Sciences,"Economics, Econometrics and Finance",5,3,1,4,199,5
INPE,SP,Sudeste,Federal,2022,Physical Sciences,Energy,4,1,2,3,345,4
INPE,SP,Sudeste,Federal,2022,Physical Sciences,Engineering,76,29,12,56,2825,67
INPE,SP,Sudeste,Federal,2022,Physical Sciences,Environmental Science,191,90,50,149,9829,483
INPE,SP,Sudeste,Federal,2022,Health Sciences,Health Professions,2,1,1,1,18,11
INPE,SP,Sudeste,Federal,2022,Physical Sciences,Materials Science,23,9,2,10,874,12
INPE,SP,Sudeste,Federal,2022,Physical Sciences,Mathematics,2,1,0,1,141,0
INPE,SP,Sudeste,Federal,2022,Health Sciences,Medicine,10,2,5,10,290,41
INPE,SP,Sudeste,Federal,2022,Health Sciences,Nursing,1,0,0,1,48,0
INPE,SP,Sudeste,Federal,2022,Physical Sciences,Physics and Astronomy,101,49,3,80,5468,11
INPE,SP,Sudeste,Federal,2022,Social Sciences,Social Sciences,16,7,9,15,288,44
INPE,SP,Sudeste,Federal,2023,Life Sciences,Agricultural and Biological Sciences,27,14,10,24,896,80
INPE,SP,Sudeste,Federal,2023,Social Sciences,Arts and Humanities,4,2,2,4,55,3
INPE,SP,Sudeste,Federal,2023,Life Sciences,"Biochemistry, Genetics and Molecular Biology",4,1,0,4,149,1
INPE,SP,Sudeste,Federal,2023,Social Sciences,"Business, Management and Accounting",4,1,2,3,63,13
INPE,SP,Sudeste,Federal,2023,Physical Sciences,Chemical Engineering,1,0,0,1,65,0
INPE,SP,Sudeste,Federal,2023,Physical Sciences,Chemistry,4,0,0,3,204,2
INPE,SP,Sudeste,Federal,2023,Physical Sciences,Computer Science,19,2,5,16,531,33
INPE,SP,Sudeste,Federal,2023,Social Sciences,Decision Sciences,6,2,2,6,90,9
INPE,SP,Sudeste,Federal,2023,Health Sciences,Dentistry,2,0,1,2,71,1
INPE,SP,Sudeste,Federal,2023,Physical Sciences,Earth and Planetary Sciences,74,37,9,56,3621,121
INPE,SP,Sudeste,Federal,2023,Social Sciences,"Economics, Econometrics and Finance",7,5,1,7,241,3
INPE,SP,Sudeste,Federal,2023,Physical Sciences,Energy,1,0,0,1,46,0
INPE,SP,Sudeste,Federal,2023,Physical Sciences,Engineering,70,33,6,44,2095,50
INPE,SP,Sudeste,Federal,2023,Physical Sciences,Environmental Science,195,92,44,156,8325,450
INPE,SP,Sudeste,Federal,2023,Health Sciences,Health Professions,1,1,1,1,6,3
INPE,SP,Sudeste,Federal,2023,Physical Sciences,Materials Science,12,3,0,3,583,11
INPE,SP,Sudeste,Federal,2023,Physical Sciences,Mathematics,2,0,1,1,30,0
INPE,SP,Sudeste,Federal,2023,Health Sciences,Medicine,6,1,0,5,256,29
INPE,SP,Sudeste,Federal,2023,Life Sciences,Neuroscience,1,1,0,1,66,0
INPE,SP,Sudeste,Federal,2023,Health Sciences,Nursing,1,0,1,1,6,3
INPE,SP,Sudeste,Federal,2023,Physical Sciences,Physics and Astronomy,81,39,5,63,4252,25
INPE,SP,Sudeste,Federal,2023,Social Sciences,Psychology,1,1,1,0,158,38
INPE,SP,Sudeste,Federal,2023,Social Sciences,Social Sciences,16,6,5,15,256,21
INPE,SP,Sudeste,Federal,2024,Life Sciences,Agricultural and Biological Sciences,29,16,9,25,1130,95
INPE,SP,Sudeste,Federal,2024,Social Sciences,Arts and Humanities,3,1,1,2,32,4
INPE,SP,Sudeste,Federal,2024,Life Sciences,"Biochemistry, Genetics and Molecular Biology",5,1,0,1,269,1
INPE,SP,Sudeste,Federal,2024,Social Sciences,"Business, Management and Accounting",1,1,0,1,4,0
INPE,SP,Sudeste,Federal,2024,Physical Sciences,Chemistry,5,2,1,3,168,17
INPE,SP,Sudeste,Federal,2024,Physical Sciences,Computer Science,19,8,4,16,458,7
INPE,SP,Sudeste,Federal,2024,Social Sciences,Decision Sciences,3,1,0,3,22,0
INPE,SP,Sudeste,Federal,2024,Physical Sciences,Earth and Planetary Sciences,74,23,12,52,3551,67
INPE,SP,Sudeste,Federal,2024,Social Sciences,"Economics, Econometrics and Finance",6,6,0,5,301,10
INPE,SP,Sudeste,Federal,2024,Physical Sciences,Energy,4,2,1,4,133,3
INPE,SP,Sudeste,Federal,2024,Physical Sciences,Engineering,54,18,7,32,1737,53
INPE,SP,Sudeste,Federal,2024,Physical Sciences,Environmental Science,164,73,36,130,7537,401
INPE,SP,Sudeste,Federal,2024,Health Sciences,Health Professions,2,0,1,1,4,0
INPE,SP,Sudeste,Federal,2024,Life Sciences,Immunology and Microbiology,2,1,0,2,77,18
INPE,SP,Sudeste,Federal,2024,Physical Sciences,Materials Science,12,1,0,1,574,7
INPE,SP,Sudeste,Federal,2024,Physical Sciences,Mathematics,1,0,0,0,13,0
INPE,SP,Sudeste,Federal,2024,Health Sciences,Medicine,9,3,3,8,709,24
INPE,SP,Sudeste,Federal,2024,Life Sciences,Neuroscience,1,1,0,0,58,0
INPE,SP,Sudeste,Federal,2024,Physical Sciences,Physics and Astronomy,93,55,4,75,5882,20
INPE,SP,Sudeste,Federal,2024,Social Sciences,Psychology,1,0,0,1,37,0
INPE,SP,Sudeste,Federal,2024,Social Sciences,Social Sciences,13,5,5,10,286,26
INPE,SP,Sudeste,Federal,2025,Life Sciences,Agricultural and Biological Sciences,24,15,4,18,1192,68
INPE,SP,Sudeste,Federal,2025,Social Sciences,Arts and Humanities,4,2,1,4,327,2
INPE,SP,Sudeste,Federal,2025,Life Sciences,"Biochemistry, Genetics and Molecular Biology",6,2,0,4,239,5
INPE,SP,Sudeste,Federal,2025,Social Sciences,"Business, Management and Accounting",4,1,3,3,140,10
INPE,SP,Sudeste,Federal,2025,Physical Sciences,Chemistry,3,1,0,2,108,1
INPE,SP,Sudeste,Federal,2025,Physical Sciences,Computer Science,16,5,4,13,410,7
INPE,SP,Sudeste,Federal,2025,Social Sciences,Decision Sciences,1,0,0,1,6,0
INPE,SP,Sudeste,Federal,2025,Health Sciences,Dentistry,2,0,0,2,76,1
INPE,SP,Sudeste,Federal,2025,Physical Sciences,Earth and Planetary Sciences,74,42,2,50,4036,71
INPE,SP,Sudeste,Federal,2025,Social Sciences,"Economics, Econometrics and Finance",3,2,0,0,123,4
INPE,SP,Sudeste,Federal,2025,Physical Sciences,Energy,4,4,0,1,171,2
INPE,SP,Sudeste,Federal,2025,Physical Sciences,Engineering,58,20,10,36,1824,32
INPE,SP,Sudeste,Federal,2025,Physical Sciences,Environmental Science,165,72,29,120,8198,364
INPE,SP,Sudeste,Federal,2025,Health Sciences,Health Professions,5,1,3,5,106,13
INPE,SP,Sudeste,Federal,2025,Physical Sciences,Materials Science,11,1,1,5,367,3
INPE,SP,Sudeste,Federal,2025,Health Sciences,Medicine,10,1,6,9,229,35
INPE,SP,Sudeste,Federal,2025,Health Sciences,Nursing,3,0,3,3,59,13
INPE,SP,Sudeste,Federal,2025,Physical Sciences,Physics and Astronomy,83,45,2,66,4253,12
INPE,SP,Sudeste,Federal,2025,Social Sciences,Social Sciences,11,6,4,7,233,10
INPI,RJ,Sudeste,Federal,2021,Life Sciences,Agricultural and Biological Sciences,15,1,13,15,105,25
INPI,RJ,Sudeste,Federal,2021,Social Sciences,Arts and Humanities,2,0,0,2,12,1
INPI,RJ,Sudeste,Federal,2021,Life Sciences,"Biochemistry, Genetics and Molecular Biology",4,0,1,3,91,3
INPI,RJ,Sudeste,Federal,2021,Social Sciences,"Business, Management and Accounting",5,0,4,5,16,7
INPI,RJ,Sudeste,Federal,2021,Physical Sciences,Chemical Engineering,1,0,0,1,28,0
INPI,RJ,Sudeste,Federal,2021,Social Sciences,Decision Sciences,5,1,3,5,9,3
INPI,RJ,Sudeste,Federal,2021,Health Sciences,Dentistry,1,0,1,1,0,0
INPI,RJ,Sudeste,Federal,2021,Social Sciences,"Economics, Econometrics and Finance",4,0,2,3,96,4
INPI,RJ,Sudeste,Federal,2021,Physical Sciences,Energy,1,0,1,1,4,2
INPI,RJ,Sudeste,Federal,2021,Physical Sciences,Engineering,5,0,2,4,53,0
INPI,RJ,Sudeste,Federal,2021,Physical Sciences,Environmental Science,9,1,6,7,109,9
INPI,RJ,Sudeste,Federal,2021,Health Sciences,Health Professions,1,1,1,1,5,0
INPI,RJ,Sudeste,Federal,2021,Life Sciences,Immunology and Microbiology,1,0,0,1,90,24
INPI,RJ,Sudeste,Federal,2021,Physical Sciences,Materials Science,1,0,0,1,29,0
INPI,RJ,Sudeste,Federal,2021,Health Sciences,Medicine,1,1,0,0,184,0
INPI,RJ,Sudeste,Federal,2021,Life Sciences,"Pharmacology, Toxicology and Pharmaceutics",1,0,1,1,35,6
INPI,RJ,Sudeste,Federal,2021,Social Sciences,Social Sciences,14,3,9,14,68,20
INPI,RJ,Sudeste,Federal,2022,Life Sciences,Agricultural and Biological Sciences,6,1,5,6,76,11
INPI,RJ,Sudeste,Federal,2022,Social Sciences,Arts and Humanities,1,1,0,1,0,0
INPI,RJ,Sudeste,Federal,2022,Life Sciences,"Biochemistry, Genetics and Molecular Biology",2,1,0,1,34,2
INPI,RJ,Sudeste,Federal,2022,Social Sciences,"Business, Management and Accounting",4,0,2,4,14,3
INPI,RJ,Sudeste,Federal,2022,Physical Sciences,Computer Science,2,0,1,2,13,3
INPI,RJ,Sudeste,Federal,2022,Social Sciences,Decision Sciences,2,0,1,2,6,1
INPI,RJ,Sudeste,Federal,2022,Social Sciences,"Economics, Econometrics and Finance",3,3,0,2,58,1
INPI,RJ,Sudeste,Federal,2022,Physical Sciences,Engineering,1,1,0,1,27,0
INPI,RJ,Sudeste,Federal,2022,Physical Sciences,Environmental Science,6,2,3,6,58,4
INPI,RJ,Sudeste,Federal,2022,Health Sciences,Medicine,6,3,3,6,190,10
INPI,RJ,Sudeste,Federal,2022,Social Sciences,Social Sciences,14,0,9,14,48,23
INPI,RJ,Sudeste,Federal,2023,Life Sciences,Agricultural and Biological Sciences,8,0,4,8,49,14
INPI,RJ,Sudeste,Federal,2023,Social Sciences,Arts and Humanities,1,0,1,1,1,0
INPI,RJ,Sudeste,Federal,2023,Life Sciences,"Biochemistry, Genetics and Molecular Biology",2,0,1,1,24,3
INPI,RJ,Sudeste,Federal,2023,Social Sciences,"Business, Management and Accounting",12,1,7,12,197,13
INPI,RJ,Sudeste,Federal,2023,Physical Sciences,Computer Science,3,0,0,3,49,15
INPI,RJ,Sudeste,Federal,2023,Social Sciences,Decision Sciences,11,0,10,11,42,6
INPI,RJ,Sudeste,Federal,2023,Health Sciences,Dentistry,1,0,1,1,5,0
INPI,RJ,Sudeste,Federal,2023,Social Sciences,"Economics, Econometrics and Finance",7,0,5,7,113,13
INPI,RJ,Sudeste,Federal,2023,Physical Sciences,Engineering,8,0,5,8,69,8
INPI,RJ,Sudeste,Federal,2023,Physical Sciences,Environmental Science,2,1,1,2,2,1
INPI,RJ,Sudeste,Federal,2023,Health Sciences,Health Professions,2,2,1,2,13,5
INPI,RJ,Sudeste,Federal,2023,Life Sciences,Immunology and Microbiology,1,0,1,1,2,0
INPI,RJ,Sudeste,Federal,2023,Physical Sciences,Mathematics,2,0,2,2,31,0
INPI,RJ,Sudeste,Federal,2023,Health Sciences,Medicine,6,0,3,6,121,21
INPI,RJ,Sudeste,Federal,2023,Social Sciences,Social Sciences,18,6,13,18,95,30
INPI,RJ,Sudeste,Federal,2024,Life Sciences,Agricultural and Biological Sciences,3,0,3,3,36,16
INPI,RJ,Sudeste,Federal,2024,Social Sciences,Arts and Humanities,1,0,1,1,0,0
INPI,RJ,Sudeste,Federal,2024,Life Sciences,"Biochemistry, Genetics and Molecular Biology",1,0,0,1,0,0
INPI,RJ,Sudeste,Federal,2024,Social Sciences,"Business, Management and Accounting",8,1,5,8,75,11
INPI,RJ,Sudeste,Federal,2024,Physical Sciences,Computer Science,4,1,2,4,84,0
INPI,RJ,Sudeste,Federal,2024,Social Sciences,Decision Sciences,4,0,3,4,24,4
INPI,RJ,Sudeste,Federal,2024,Health Sciences,Dentistry,1,0,0,1,5,0
INPI,RJ,Sudeste,Federal,2024,Social Sciences,"Economics, Econometrics and Finance",2,0,0,2,4,0
INPI,RJ,Sudeste,Federal,2024,Physical Sciences,Engineering,6,0,4,5,264,2
INPI,RJ,Sudeste,Federal,2024,Physical Sciences,Environmental Science,10,0,8,10,34,1
INPI,RJ,Sudeste,Federal,2024,Health Sciences,Health Professions,2,0,2,2,4,2
INPI,RJ,Sudeste,Federal,2024,Physical Sciences,Materials Science,1,0,0,1,4,1
INPI,RJ,Sudeste,Federal,2024,Health Sciences,Medicine,11,1,3,11,196,15
INPI,RJ,Sudeste,Federal,2024,Social Sciences,Social Sciences,18,3,8,17,70,25
INPI,RJ,Sudeste,Federal,2025,Life Sciences,Agricultural and Biological Sciences,6,1,3,6,85,3
INPI,RJ,Sudeste,Federal,2025,Social Sciences,"Business, Management and Accounting",5,0,5,5,5,2
INPI,RJ,Sudeste,Federal,2025,Physical Sciences,Chemistry,1,1,0,1,33,0
INPI,RJ,Sudeste,Federal,2025,Physical Sciences,Computer Science,5,2,3,5,102,3
INPI,RJ,Sudeste,Federal,2025,Physical Sciences,Earth and Planetary Sciences,1,0,0,1,0,0
INPI,RJ,Sudeste,Federal,2025,Social Sciences,"Economics, Econometrics and Finance",2,0,1,2,0,0
INPI,RJ,Sudeste,Federal,2025,Physical Sciences,Engineering,2,0,0,2,0,0
INPI,RJ,Sudeste,Federal,2025,Physical Sciences,Environmental Science,2,0,2,2,0,0
INPI,RJ,Sudeste,Federal,2025,Health Sciences,Health Professions,1,0,0,1,12,1
INPI,RJ,Sudeste,Federal,2025,Health Sciences,Medicine,3,0,2,2,89,12
INPI,RJ,Sudeste,Federal,2025,Social Sciences,Social Sciences,10,1,7,10,40,9
INSPER,SP,Sudeste,Privada,2021,Life Sciences,Agricultural and Biological Sciences,2,0,2,2,55,20
INSPER,SP,Sudeste,Privada,2021,Life Sciences,"Biochemistry, Genetics and Molecular Biology",9,3,1,8,455,3
INSPER,SP,Sudeste,Privada,2021,Social Sciences,"Business, Management and Accounting",21,12,4,13,1140,9
INSPER,SP,Sudeste,Privada,2021,Physical Sciences,Computer Science,3,0,1,3,71,1
INSPER,SP,Sudeste,Privada,2021,Social Sciences,Decision Sciences,5,2,2,3,170,14
INSPER,SP,Sudeste,Privada,2021,Social Sciences,"Economics, Econometrics and Finance",19,7,8,13,411,41
INSPER,SP,Sudeste,Privada,2021,Physical Sciences,Engineering,4,2,0,3,152,2
INSPER,SP,Sudeste,Privada,2021,Physical Sciences,Environmental Science,3,3,0,0,169,8
INSPER,SP,Sudeste,Privada,2021,Health Sciences,Health Professions,5,5,0,1,239,19
INSPER,SP,Sudeste,Privada,2021,Life Sciences,Immunology and Microbiology,4,2,1,2,92,7
INSPER,SP,Sudeste,Privada,2021,Physical Sciences,Mathematics,2,1,0,0,84,0
INSPER,SP,Sudeste,Privada,2021,Health Sciences,Medicine,30,14,4,19,1084,28
INSPER,SP,Sudeste,Privada,2021,Life Sciences,Neuroscience,4,2,0,3,246,5
INSPER,SP,Sudeste,Privada,2021,Health Sciences,Nursing,1,1,0,1,69,0
INSPER,SP,Sudeste,Privada,2021,Life Sciences,"Pharmacology, Toxicology and Pharmaceutics",1,0,0,0,0,0
INSPER,SP,Sudeste,Privada,2021,Social Sciences,Psychology,2,1,0,1,110,5
INSPER,SP,Sudeste,Privada,2021,Social Sciences,Social Sciences,28,14,17,20,637,76
INSPER,SP,Sudeste,Privada,2022,Life Sciences,Agricultural and Biological Sciences,3,1,0,2,170,1
INSPER,SP,Sudeste,Privada,2022,Social Sciences,Arts and Humanities,1,1,0,1,121,0
INSPER,SP,Sudeste,Privada,2022,Life Sciences,"Biochemistry, Genetics and Molecular Biology",5,3,0,5,154,4
INSPER,SP,Sudeste,Privada,2022,Social Sciences,"Business, Management and Accounting",15,6,3,12,636,4
INSPER,SP,Sudeste,Privada,2022,Physical Sciences,Computer Science,3,1,2,2,32,3
INSPER,SP,Sudeste,Privada,2022,Social Sciences,Decision Sciences,3,0,2,3,10,1
INSPER,SP,Sudeste,Privada,2022,Social Sciences,"Economics, Econometrics and Finance",11,5,1,7,291,2
INSPER,SP,Sudeste,Privada,2022,Physical Sciences,Engineering,3,1,1,2,71,5
INSPER,SP,Sudeste,Privada,2022,Physical Sciences,Environmental Science,9,6,4,7,373,8
INSPER,SP,Sudeste,Privada,2022,Health Sciences,Health Professions,4,3,1,2,99,1
INSPER,SP,Sudeste,Privada,2022,Life Sciences,Immunology and Microbiology,2,0,1,1,0,0
INSPER,SP,Sudeste,Privada,2022,Physical Sciences,Materials Science,2,0,0,1,27,0
INSPER,SP,Sudeste,Privada,2022,Physical Sciences,Mathematics,2,1,0,1,137,3
INSPER,SP,Sudeste,Privada,2022,Health Sciences,Medicine,36,11,8,28,889,54
INSPER,SP,Sudeste,Privada,2022,Life Sciences,Neuroscience,2,1,0,1,41,3
INSPER,SP,Sudeste,Privada,2022,Health Sciences,Nursing,1,0,1,1,17,0
INSPER,SP,Sudeste,Privada,2022,Social Sciences,Psychology,1,0,0,1,15,7
INSPER,SP,Sudeste,Privada,2022,Social Sciences,Social Sciences,25,10,10,20,804,46
INSPER,SP,Sudeste,Privada,2023,Life Sciences,Agricultural and Biological Sciences,3,2,0,3,209,6
INSPER,SP,Sudeste,Privada,2023,Life Sciences,"Biochemistry, Genetics and Molecular Biology",1,0,1,1,0,0
INSPER,SP,Sudeste,Privada,2023,Social Sciences,"Business, Management and Accounting",30,15,12,23,1733,76
INSPER,SP,Sudeste,Privada,2023,Physical Sciences,Computer Science,4,0,0,3,50,0
INSPER,SP,Sudeste,Privada,2023,Social Sciences,Decision Sciences,5,2,5,5,103,7
INSPER,SP,Sudeste,Privada,2023,Social Sciences,"Economics, Econometrics and Finance",23,11,4,17,740,50
INSPER,SP,Sudeste,Privada,2023,Physical Sciences,Engineering,4,1,1,2,74,3
INSPER,SP,Sudeste,Privada,2023,Physical Sciences,Environmental Science,11,6,4,8,437,30
INSPER,SP,Sudeste,Privada,2023,Health Sciences,Health Professions,7,4,3,6,180,30
INSPER,SP,Sudeste,Privada,2023,Life Sciences,Immunology and Microbiology,3,0,2,3,0,0
INSPER,SP,Sudeste,Privada,2023,Health Sciences,Medicine,41,25,6,32,1247,104
INSPER,SP,Sudeste,Privada,2023,Life Sciences,Neuroscience,3,2,0,1,108,0
INSPER,SP,Sudeste,Privada,2023,Health Sciences,Nursing,2,1,2,2,35,6
INSPER,SP,Sudeste,Privada,2023,Social Sciences,Psychology,5,3,0,5,232,21
INSPER,SP,Sudeste,Privada,2023,Social Sciences,Social Sciences,30,11,11,24,682,68
INSPER,SP,Sudeste,Privada,2024,Life Sciences,Agricultural and Biological Sciences,6,2,4,6,173,0
INSPER,SP,Sudeste,Privada,2024,Life Sciences,"Biochemistry, Genetics and Molecular Biology",4,1,1,4,140,2
INSPER,SP,Sudeste,Privada,2024,Social Sciences,"Business, Management and Accounting",17,6,5,14,900,29
INSPER,SP,Sudeste,Privada,2024,Physical Sciences,Chemistry,1,0,1,1,0,0
INSPER,SP,Sudeste,Privada,2024,Physical Sciences,Computer Science,5,2,1,4,127,0
INSPER,SP,Sudeste,Privada,2024,Social Sciences,Decision Sciences,3,1,2,3,175,2
INSPER,SP,Sudeste,Privada,2024,Health Sciences,Dentistry,1,0,1,1,19,1
INSPER,SP,Sudeste,Privada,2024,Physical Sciences,Earth and Planetary Sciences,1,1,0,1,51,0
INSPER,SP,Sudeste,Privada,2024,Social Sciences,"Economics, Econometrics and Finance",26,11,4,17,787,52
INSPER,SP,Sudeste,Privada,2024,Physical Sciences,Energy,1,0,1,1,9,0
INSPER,SP,Sudeste,Privada,2024,Physical Sciences,Engineering,10,2,1,5,275,17
INSPER,SP,Sudeste,Privada,2024,Physical Sciences,Environmental Science,8,7,0,8,375,1
INSPER,SP,Sudeste,Privada,2024,Health Sciences,Health Professions,7,4,3,7,155,3
INSPER,SP,Sudeste,Privada,2024,Life Sciences,Immunology and Microbiology,3,1,0,2,112,1
INSPER,SP,Sudeste,Privada,2024,Health Sciences,Medicine,41,19,12,34,1016,77
INSPER,SP,Sudeste,Privada,2024,Life Sciences,Neuroscience,4,0,0,4,116,4
INSPER,SP,Sudeste,Privada,2024,Health Sciences,Nursing,2,0,0,2,64,7
INSPER,SP,Sudeste,Privada,2024,Physical Sciences,Physics and Astronomy,2,1,0,1,57,0
INSPER,SP,Sudeste,Privada,2024,Social Sciences,Psychology,4,3,0,3,148,6
INSPER,SP,Sudeste,Privada,2024,Social Sciences,Social Sciences,26,8,11,21,437,46
INSPER,SP,Sudeste,Privada,2025,Life Sciences,Agricultural and Biological Sciences,1,0,0,1,0,0
INSPER,SP,Sudeste,Privada,2025,Life Sciences,"Biochemistry, Genetics and Molecular Biology",4,1,2,3,56,0
INSPER,SP,Sudeste,Privada,2025,Social Sciences,"Business, Management and Accounting",28,17,12,21,1175,17
INSPER,SP,Sudeste,Privada,2025,Physical Sciences,Chemical Engineering,1,0,0,0,28,0
INSPER,SP,Sudeste,Privada,2025,Physical Sciences,Computer Science,4,0,2,3,45,0
INSPER,SP,Sudeste,Privada,2025,Social Sciences,Decision Sciences,6,1,3,5,33,0
INSPER,SP,Sudeste,Privada,2025,Social Sciences,"Economics, Econometrics and Finance",6,4,1,4,200,3
INSPER,SP,Sudeste,Privada,2025,Physical Sciences,Engineering,8,1,1,3,207,16
INSPER,SP,Sudeste,Privada,2025,Physical Sciences,Environmental Science,5,1,2,5,56,2
INSPER,SP,Sudeste,Privada,2025,Health Sciences,Health Professions,3,1,1,3,29,1
INSPER,SP,Sudeste,Privada,2025,Physical Sciences,Mathematics,1,1,0,0,5,0
INSPER,SP,Sudeste,Privada,2025,Health Sciences,Medicine,28,10,6,18,641,50
INSPER,SP,Sudeste,Privada,2025,Life Sciences,Neuroscience,3,3,0,3,96,8
INSPER,SP,Sudeste,Privada,2025,Health Sciences,Nursing,2,2,1,2,26,4
INSPER,SP,Sudeste,Privada,2025,Social Sciences,Psychology,5,0,1,4,124,9
INSPER,SP,Sudeste,Privada,2025,Social Sciences,Social Sciences,28,8,9,21,594,37
INTO,RJ,Sudeste,Federal,2021,Life Sciences,Agricultural and Biological Sciences,1,0,1,1,30,0
INTO,RJ,Sudeste,Federal,2021,Life Sciences,"Biochemistry, Genetics and Molecular Biology",4,1,2,4,119,1
INTO,RJ,Sudeste,Federal,2021,Physical Sciences,Computer Science,1,0,1,1,0,0
INTO,RJ,Sudeste,Federal,2021,Health Sciences,Dentistry,1,0,1,1,9,1
INTO,RJ,Sudeste,Federal,2021,Physical Sciences,Engineering,3,0,2,3,167,1
INTO,RJ,Sudeste,Federal,2021,Health Sciences,Health Professions,6,2,4,3,78,7
INTO,RJ,Sudeste,Federal,2021,Health Sciences,Medicine,65,14,26,59,1372,33
INTO,RJ,Sudeste,Federal,2021,Life Sciences,Neuroscience,2,1,0,1,151,0
INTO,RJ,Sudeste,Federal,2021,Health Sciences,Nursing,1,0,1,1,0,0
INTO,RJ,Sudeste,Federal,2021,Social Sciences,Social Sciences,4,1,3,3,32,10
INTO,RJ,Sudeste,Federal,2021,Health Sciences,Veterinary,1,0,0,1,0,0
INTO,RJ,Sudeste,Federal,2022,Life Sciences,Agricultural and Biological Sciences,1,0,0,1,8,4
INTO,RJ,Sudeste,Federal,2022,Social Sciences,Arts and Humanities,1,0,1,1,2,1
INTO,RJ,Sudeste,Federal,2022,Life Sciences,"Biochemistry, Genetics and Molecular Biology",2,0,0,2,25,1
INTO,RJ,Sudeste,Federal,2022,Physical Sciences,Computer Science,2,0,2,2,27,14
INTO,RJ,Sudeste,Federal,2022,Social Sciences,"Economics, Econometrics and Finance",1,0,0,1,0,0
INTO,RJ,Sudeste,Federal,2022,Physical Sciences,Engineering,3,1,1,2,67,5
INTO,RJ,Sudeste,Federal,2022,Health Sciences,Health Professions,3,1,0,2,54,2
INTO,RJ,Sudeste,Federal,2022,Life Sciences,Immunology and Microbiology,1,0,0,1,11,0
INTO,RJ,Sudeste,Federal,2022,Health Sciences,Medicine,61,16,22,48,1374,58
INTO,RJ,Sudeste,Federal,2022,Social Sciences,Psychology,1,0,1,0,7,3
INTO,RJ,Sudeste,Federal,2022,Social Sciences,Social Sciences,3,0,3,3,32,12
INTO,RJ,Sudeste,Federal,2023,Life Sciences,Agricultural and Biological Sciences,1,0,1,1,7,1
INTO,RJ,Sudeste,Federal,2023,Physical Sciences,Computer Science,2,0,1,1,23,3
INTO,RJ,Sudeste,Federal,2023,Health Sciences,Dentistry,1,0,0,1,21,0
INTO,RJ,Sudeste,Federal,2023,Physical Sciences,Engineering,2,0,0,0,62,0
INTO,RJ,Sudeste,Federal,2023,Health Sciences,Health Professions,3,0,2,2,37,7
INTO,RJ,Sudeste,Federal,2023,Physical Sciences,Materials Science,1,0,1,1,4,0
INTO,RJ,Sudeste,Federal,2023,Health Sciences,Medicine,72,15,26,58,1936,101
INTO,RJ,Sudeste,Federal,2023,Social Sciences,Psychology,1,0,1,1,18,1
INTO,RJ,Sudeste,Federal,2023,Social Sciences,Social Sciences,4,2,4,4,60,17
INTO,RJ,Sudeste,Federal,2024,Life Sciences,"Biochemistry, Genetics and Molecular Biology",3,0,1,3,46,0
INTO,RJ,Sudeste,Federal,2024,Social Sciences,Decision Sciences,1,0,0,1,3,0
INTO,RJ,Sudeste,Federal,2024,Health Sciences,Dentistry,2,0,1,2,14,1
INTO,RJ,Sudeste,Federal,2024,Physical Sciences,Engineering,8,3,2,7,171,5
INTO,RJ,Sudeste,Federal,2024,Health Sciences,Health Professions,4,2,2,4,93,6
